No;Nama;Rating;Review;Link
101;AUXOM Paket Keyboard Gaming dan Mouse ;5;Produk nya sangat bagus dan berkualitas... Pengirimannya juga sangat cepat... Order kemarin, sekarang udah nyampe... Warna led nya juga bagus... ;https://shopee.co.id/AUXOM-Paket-Keyboard-Gaming-dan-Mouse-Set-Mouse-Dan-Keycaps-Mechanical-Keyboard-Laptop-USB-Cable-Keyboard-Komputer-i.147662308.6524502049?sp_atk=a77e85ff-61f8-45e5-9d2c-bde333b15f2e&xptdk=a77e85ff-61f8-45e5-9d2c-bde333b15f2e
102;AUXOM Paket Keyboard Gaming dan Mouse ;5;Yang punya lapak fast respon,barang cepat sampai, tidak ada kendala pada barang yang di pesan.;
103;AUXOM Paket Keyboard Gaming dan Mouse ;5;Barang sampai dengan selamat, barang realpict, kualitas bagus, pengiriman juga cepat, kurir ramah, seller fast respon, the best lah pokoknya ????;
104;AUXOM Paket Keyboard Gaming dan Mouse ;5; barang sampe sesuai perkiraan. semua berfungsi dengan baik. dibungkus rapih. keren sih buat harga segitu. thank u buat seller. dan semoga awet;
105;AUXOM Paket Keyboard Gaming dan Mouse ;4;Lumayan lah keyboard ny, cuma agak lama pengiriman doank ;
106;AUXOM Paket Keyboard Gaming dan Mouse ;4;Barang sesuai harga sangat ringan banget, tapi ketika dibuka ada tombol keyboard terlepas. Selanjutnya mohon diperhatikan ya kak. Thanks;
107;AUXOM Paket Keyboard Gaming dan Mouse ;4;Thank you seller, pas banget keyboarku lagi ngadat. semoga awet yaa ?;
108;AUXOM Paket Keyboard Gaming dan Mouse ;4;Ga nuntut banyak sih. Cuman krn polos jd lucu kalo dipakein stiker. Sayangnya setelah dipake 1 mgg kadang suka kyak lepas koneksi gtu tp sbntar. Trus pas lg meeting ntah knp malah jd ada feedback di suara. Pdhal biasanya nggk.;
109;AUXOM Paket Keyboard Gaming dan Mouse ;3;TIDAK SESUAI PESANAN, PESAN HITAM YANG DATANG WARNA PUTIH. TAPI GAPAPA... ASAL WORKING SEMUANYA;
110;AUXOM Paket Keyboard Gaming dan Mouse ;3;Beli warna hitam tapi warna putih yang dikirim.. ditanyain tapi pura2 gatau dan ga nyambung! Pengiriman lama.! ;
111;AUXOM Paket Keyboard Gaming dan Mouse ;3;Bagus si sayang gk bisa ganti ganti rgb nya jd kurang wah ;
112;AUXOM Paket Keyboard Gaming dan Mouse ;3;Sejauh ini aman tidak ada kerusakan, barang ok sudah dites ga tau kedepannya bisa tahan brp lama. Packing lama begitupun pengiriman. ;
113;AUXOM Paket Keyboard Gaming dan Mouse ;2;Ada 1 tombol rusak dan packingan nya ada yg berlobang ,mungkin saat perjalanan ,terima kasi pengiriman nya oke cepat.;
114;AUXOM Paket Keyboard Gaming dan Mouse ;2;Kecewa packing kurang rapih pengirman agak lambat barang pecah mau gimana lagi yaa sudah lah;
115;AUXOM Paket Keyboard Gaming dan Mouse ;2;Tombol spasinya terbenam kalau di tekan. Gak mau kembali seperti semula. Harus di naikin sendiri;
116;AUXOM Paket Keyboard Gaming dan Mouse ;2;Kualitas barang sangatlah ringkih mudah copot tombolnya,kurang rekomendasi mendingan tambh dikit beli logitech atau key plus mouse build up second;
117;AUXOM Paket Keyboard Gaming dan Mouse ;1;Barang sampai kemasan dalam keadaan peok...dibuka ternyata melengkung...belakang retak...penjual udah dichat low respon...kita harap bisa diajuakan pengembalian...tapi penjual tidak tanggap....kecewa.saya sudah bermusyawarah...tapi gak ada respon;
118;AUXOM Paket Keyboard Gaming dan Mouse ;1;Minta putih sesaui keterangan, malah di kasih hitam.. ga baik bro udah mah lama di chat nya.. Gimana sih luu.. yang amanah dong takut kena karma lu ;
119;AUXOM Paket Keyboard Gaming dan Mouse ;1;Barang tidak sesuai. Keyboard tidak bisa digunakan;
120;AUXOM Paket Keyboard Gaming dan Mouse ;1;Parahh bat dah dari pengiriman nya, tambah barang sampai dengan kondisi mouse yang tidak di inginkan + admin slow respon, kecewa dengan toko ini , semoga tidak berdampak pada customer lain !!!;
121;AUXOM Paket Keyboard Gaming dan Mouse ;5;Terbaiklahhh. Mulai dari respon, pengemasan, pengiriman. Kualitas bahan, respon keyboard, warna, lampu, tuts, kabel, mouse semuanya baik. Bakal repeat order nih kao produknyab sebagus ini the best banget !!;https://shopee.co.id/Tiamax-Keyboard-Gaming-Keyboard-Mechanical-G21B-Paket-Gaming-Keyboard-dan-Mouse-RGB-Waterproof-For-Pc-Laptop-Hp-i.475377714.11614210736?sp_atk=856869a8-3ee0-4331-bc47-457d199435e3&xptdk=856869a8-3ee0-4331-bc47-457d199435e3
122;AUXOM Paket Keyboard Gaming dan Mouse ;5;Sesuai gmbr dan deskripsi pengiriman cepat packing baik, produknya sesuai deskripsi real banget, harga juga sangat murah. pelayanan nya baik dan amanah banget .. nice seller !!;
123;AUXOM Paket Keyboard Gaming dan Mouse ;5;Gilaaa sih ini mah jadi keren banget dah mejaaa saya good job gannn mantul udah kasih keyboard gaming terbaik dan memuaskan sekali pelayanan nya gercep banget aman sekali di pake nya enak dibuat ngetiknya;
124;AUXOM Paket Keyboard Gaming dan Mouse ;5;Barangnya bagus, RGB nya berfungsi dengan baik, produk original. sudah pesan beberapa kali disini dan tokoh sudah rekomended. langsung sampai langsung di pakai.;
125;AUXOM Paket Keyboard Gaming dan Mouse ;4;Kotak nya agak penyok, tapi isi nya aman aja;
126;AUXOM Paket Keyboard Gaming dan Mouse ;4;Memuaskan;
127;AUXOM Paket Keyboard Gaming dan Mouse ;4;Good;
128;AUXOM Paket Keyboard Gaming dan Mouse ;4;ada harga ada rupa. mau bagus beli yg mahal saran saya.;
129;AUXOM Paket Keyboard Gaming dan Mouse ;3;Sampe dengan selamat,tetapi mousenya tidak bisa dipakai untuk menggerakan kursor,Kook kanan-kiri scrol bisa;
130;AUXOM Paket Keyboard Gaming dan Mouse ;3;Keyboardny respon bagus dan lumayan enak dipakai. cumany kadang mini-hang/terputus kalau digoyang dikit tp tidak begitu menganggu. cumany kalo main game, hang pada saat kritis kan aduh!;
131;AUXOM Paket Keyboard Gaming dan Mouse ;3;Barang nya bagus cuma sayang ada yg pecah bagian bawah keyboard. Untungnya masing bisa di pakai. Terimakasih dan tolong lebih berhati hati.;
132;AUXOM Paket Keyboard Gaming dan Mouse ;3;Kirain agak gede ternyata kecil;
133;AUXOM Paket Keyboard Gaming dan Mouse ;2;Pengiriman nya sih cepat,tapi produk nya rusak bisa di ajukan pengembalian gk ya?;
134;AUXOM Paket Keyboard Gaming dan Mouse ;2;Fisiknya bagus gk ada yang cacat, cuma keyboardnya eror, lampu kadang mati sendiri dan gk bisa d pencet apapun,;
135;AUXOM Paket Keyboard Gaming dan Mouse ;2;Mousenya buat scroll kgk bisa, keyboard nya msih ok, gk heran sih krna sesuai harga;
136;AUXOM Paket Keyboard Gaming dan Mouse ;2;PESAN WARNA HITAM MALAH DIKIRIM PUTIH (udh di ingetin di notes juga padahal);
137;AUXOM Paket Keyboard Gaming dan Mouse ;1;Produk patah beberapa tombol terlepas dan retak. Mousenya ok bagus.. Sudah mengajukan pengembalian malah di tolak oleh penjual katanya sudah mengirim barang dengan kondisi bagus. Kecewa pokoknya;
138;AUXOM Paket Keyboard Gaming dan Mouse ;1;barang datang dengan kondisi patah, seller bulang akan dibantu komplain ke pihak pengiriman tapi sampai sekarang tidak ada jawaban;
139;AUXOM Paket Keyboard Gaming dan Mouse ;1;Keyboard tidak menyala... Sudah d cek ke 2 laptop...;
140;AUXOM Paket Keyboard Gaming dan Mouse ;1;Sangat sangat tidak bagus isi sudah terlepas pas mau hidupin lampu tidak nyala tidak bisa dipakai saya mau diganti keyboard nya;
141;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;5;Barang Bagus ORI sesuai dengan pesanan pengiriman cepat kualitas sangat baik berfungsi dengan baik keren rekomendasi banget engga akan nyesel;https://shopee.co.id/KEYBOARD-GAMING-PAKET-KOMPLIT-MOUSE-USB-HUB-MOUSEPAD-OTG-Micro-TERMURAH-i.48511914.5807010066?sp_atk=dae0d629-e836-4eb7-aab2-95594fd96601&xptdk=dae0d629-e836-4eb7-aab2-95594fd96601
142;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;5;Barang Bagus ORI sesuai dengan pesanan pengiriman cepat kualitas barang sangat baik berfungsi dengan baik keren rekomendasi banget udah 2 kali pesen engga kecewa mantap deh;
143;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;5;Barang mendarat dengan selamat, kondisi mulus. Sesuai dengan ekspektasi. Plug & play buat maen game dan office ok. Penjual jg ramah, chat fast respon. Rekomended pokoknya. Amanah terus ya.. biar laris terus;
144;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;5;Barang telah diterima dalam kondisi baik, sesuai pesanan, dan produk lumayan bagus sesuai harga, dan kelengkapan komplit. Terima kasih buat seller.;
145;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;4;Barang sampai dengan selamat, tidak ada masalah saat dihidupkan, barang sesuai dengan deskripsi produk, kualitas sesuai dengan harga yang diberikan. Terima Kasih;
146;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;4;Makasih kak barang sampai cepat tapi paling nya agak jelek;
147;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;4;Barang okey lah. Pengiriman cepat. Joss semoga awet;
148;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;4;Barang bagus pengiriman cepat tapi keyboardnya rusak apakah bisa di tukar atau gimana ?;
149;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;3;"agak sedikit kecewa sih, karena ada cacat di keyboardnya, patah"" sedikit. tapi tak apalah yang penting berfungsi";
150;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;3;Sedikit kecewa dengan produknya karena lecet di keyboardnya, tp kualitas barang nya baik;
151;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;3;Bagus tapi mosenya ini aga eror kadang bisa gerak kadang engga tapi gpp lah bisa bli lagi klo mose mah;
152;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;3;Barang agak penyok,usb hubnya sering mati sendiri, dan otgnya sering lepas dan kdng ga berfungsi;
153;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;2;Lampu LED keybord mati;
154;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;2;Kualitas produk baik,kecepatan pengiriman kurang baik,..lamaaaa buangettt;
155;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;2;Seusai lengkap mouse dan kiboard nya bagus dan berfungsi dengan baik, tapi hanya saja USB ports tidak berfungsi saya kecewa;
156;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;2;Sedikit mengecewakan di karenakan lampu pada keyboard tidak hidup;
157;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;1;keyboard nya okk ,cuman mouse nya nggak bisa di pakai ,mau return sudah males pembelinya , lain kali di cek lebih serius lagi thx;
158;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;1;Paket komplit bikin rugi, harga ga sebading, mouse harga 12rban dan yg lain barang² lama, ga ada tanggung jawab atau respon dr saller, sorry baru kali ini ngasih bintang jelek;
159;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;1;Produk nya kurang bagus bahan nya kasar kurang nyaman dipakai;
160;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;1;Baru Pemakaian 1 Minggu udah hancur, tidak bisa nyala lagi;
161;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;5;Kualitas produk baik. Produk nya bagus banget dan warna nya cantik. Pas dipake ngetik enak in dan nyaman jugaa. Respon penjual juga cepet. Semoga awett;https://shopee.co.id/Goojodoq-2.4g-Wireless-Keyboard-Mouse-Set-For-Notebook-Laptop-Desktop-PC-i.297771167.9442607847
162;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;5;Keyboardnya memang bagus sekali. Sudah di coba dan dan berfungsi semua dengan baik. Pengemasan dan pengiriman juga sangat cepat. Terimakasih banyak;
163;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;5;Barangnya sesuai & tidak ada cacat. Dipacking aman. Keyboard & mousenya enteng banget, suara ketikannya ga berisik. Worth it banget dengan harga segini buat kualitas yg oke??;
164;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;5;Bungkusnyaa rapihh bgt, barang sampe dengan sslamat dan gak ada lecet. Lucuu bgtt barangnyaaa gemesss. Terima kasihh banyakk kakk;
165;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;4;Bagus, fitur lengkap, berfungsi dengan baik. Hanya saja merk tidak sesuai foto dan deskripsi. Yg saya dapat dengan merk langtu, sedikit tdk sesuai ekspektasi.;
166;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;4;Barangnya sampai dengan selamat, pas dipakai buat typing juga enak, suaranya pelan, mouse-nya juga nyaman. Tapi tiap 30 menit device not recognize sama laptop, jadi agak mengganggu pas mengerjakan tugas.;
167;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;4;Packingan aman pake bubble wrap. Mouse nya terkadang suka tidak berfungsi. Usb cuma dapat 1 utk mouse dan keyboard. Jd kalau mau dipake terpisah di 2 device tidak bisa. Thank you seller.;
168;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;4;Kayaknya admin kelupaan hadiah nya tapi gapapa, semoga awet. Pengirimannya juga cepat. Sayang ga ada warna hitam.;
169;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;3;Keyboardnya bagus, lancar juga dipake, cuman mousenya sering trouble kaya ngandet² gitu looo, harus dipukul² dulu baru mau jalan. Ya gitu lah wkwk;
170;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;3;Pengirimannya sih aman, cuman mouse nya kok Di pake besok nya ga bisa nyala ya, padahal keyboardnya bisa;
171;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;3;Setelah dicoba untuk kerja seharian ternyata Tombol keyboard empuk dan responnya cepat tapi untuk mouse sering ngadat mati2. Padahal udah ganti batre. Sepertinya tidak ada garansi toko;
172;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;3;mousenya kotor gitu, terus ga ada connector dari keyboard nya;
173;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;2;Barang sampai hari ini dan langsung saya gunakan. Mouse berfungsi dengan baik. Hanya pada keyboard, tombol cntrl tidak ada, saya sadar pas mau kerja, padahal tmbl cntrl sebelah kiri sangat penting ??;
174;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;2;bagus,nyaman juga dipake nya.;
175;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;2;Yg dijual KATANYA Goojodog, yg dateng Langtu. Mana ga ada konfirmasi sm skli. Knp dari awal ga ditulis aja yg ditual tu langtu merknya. Aneh kali. Tanggung sndiri deh dosa bohongnya;
176;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;2;Keyboardnya tdk ada usb receivernya, dicari2 ga ada;
177;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;1;Ternyata merk-nya bukan Goojodoq, menyesal belinya. Tidak ada tombol power on off juga. Bahan plastiknya sangat terkesan murah . Malah build quality bagusan Votre.;
178;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;1;Barangnya oke sih, tapi baru dipakai sebentar, tidak tahu bakal awet atau gak karena cs nya bilang barang memang kualitasnya kurang. Tampangnya dan warnanya cute sih;
179;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;1;Gimana sih ga ada usb nya keyboardnya Tokonya ga amanah banget;
180;KEYBOARD GAMING PAKET KOMPLIT + MOUSE + USB HUB + MOUSEPAD + OTG Micro TERMURAH;1;keyboardnya baru sehari dipakai uda ga terhubung ke laptop padahal uda beliin baterai baru trus katanya dapat usb receiver tpi kok ini ga ada ya;
181;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;5;Bagus, barang sampai dengan selamat, semua fitur berjalan dengan baik, kualitasnya baik, sesuai dengan photo, semoga awet.;https://shopee.co.id/GAMEN-Titan-Elite-Keyboard-Gaming-Mechanical-Keyboard-Pluggable-Port-Blue-Switch-Wired-RGB-Light-LED-Light-PBT-Keycaps-Backlight-Original-PC-Laptop-Garansi-1-Tahun-i.345329976.17188141544?sp_atk=f6a69c2f-7f6e-42f5-ba35-da0b68990d53&xptdk=f6a69c2f-7f6e-42f5-ba35-da0b68990d53
182;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;5;Pertama kali pakai mechanical Keyboard rasanya mantap diharga segini, kondisi barang bagus, suara clicky, puas banget, packing aman, pengiriman cepat. Terima kasih;
183;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;5;Mantap barang yang dikirim sesuai,udah gitu isi pelengkapnya lagi seneng Ama barangnya;
184;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;5;Enak ditangan lebih elegan terasa banget mekanikalnya pokonya sesuai harga ada harga ada kualitas.rgb juga kalo di tempat gelap sangat terang bisa di naik turun cahaya RGB nya.kabel type C.;
185;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;4;Barang ok, cuma dari seller pengiriman H+2 ditambah dari ekspedisi yang lama banget, total 7 hari bdg-jkt. Rata-rata kl beli di official ya gini, jarang yang sat sit set! CS responsif banget, ok lah!;
186;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;4;Bagus banget & harganya murah, tapi kualitasnya ga murahan, pengiriman juga cukup cepet ??;
187;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;4;Sempet bingung kenapa lama sama pengirimannya, mungkin emg ada problem sama jasa kirimnya kali gangerti. But all good.. considering barangnya aman & selamat :D nc1;
188;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;4;Kualitas baik Sesuai dengan harga dan ada softwarenya untuk mengatur hanya saja pengiriman sangat lambat;
189;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;3;"Keyboardnya setara sama keyboard 500rban edisi 3 taun lalu, untuk harga sesuai, untuk iklannya ""free"" tidak sesuai jadi itu mempengaruhi pemberian bintang";
190;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;3;Maaf kak saya tarik perkataan saya kabel nya bener2 cepet rusak atau longgar gk tau kenapa udah gk bsa connect tapi jika di sambungin ke hp misal nya bisa aneh banget,mungkin dari produksi ya,tpi after all bagus bukan ,cuma kabel nya :(;
191;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;3;Produk aman aja, cmn dipengiriman nya aja lama banget. Semoga kedepannya lebih baik lagi.;
192;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;3;Barang bagus, pelayanan cepat tapi sayang sekali pengiriman lambat;
193;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;2;Pesan hari senin sengaja diundur undur oleh seller dkirimnya 3 hari kemudian , namanya aja yg official pelayanannnya macam seller ecek2 g jls g professional, klo g niat julan tutup aja online nya mnding jualan offline saja;
194;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;2;Case retak;
195;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;2;Bagus Barangnya hanya saja Tombol 4 dan 5 pada Numpad nya tidak berfungsi, Adminnya baik membalas chat dengan ramah hanya saja solusi yg diberikan semuanya sudah dicoba dan hasilnya pun tidak berubah, Menambah kesulitan saat bekerja dgn Angka²,????;
196;DELL 8115 original Keyboard mechanical gaming usb kable-Hitam/Keyboard kable usb/ keyboard Dell mechanical Warna Hitam;2;Barang diteeima pecah belah;https://shopee.co.id/DELL-8115-original-Keyboard-mechanical-gaming-usb-kable-Hitam-Keyboard-kable-usb-keyboard-Dell-mechanical-Warna-Hitam-Support-All-Komputer-laptop-i.69532627.1812560596?sp_atk=c7454a9f-58ce-4819-b135-95fcc4be408f&xptdk=c7454a9f-58ce-4819-b135-95fcc4be408f
197;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;1;Mohon di cek dulu sebelum pengiriman, barang spasi patah sangat kecewa, semoga di buat pembelajaran agar lebih teliti;
198;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;1;Buat customer² yang terhormat kalau mau belanja ditoko sini pikir dua kali yah karna nnt jdi slah stu korban kayak sya sdh ditipu ditoko sini paket sya yg keyboard sya klaim garansinya yg dtg adalah headset kurang lebih pas dichat admin nya malah gak direspon terkait pengiriman barang yang diterima;
199;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;1;pesanan yang datang tidak sesuai yang datang malah powerban. trus ktanya disuruh kirim balik agar di tukar dengan keyboardnya saya sudah kembalikan barangnya dari tgl 16 desember sampai sekarang keyboardnya tak kunjung dikirim kepada saya;
200;AMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue Switch Wired RGB Light LED Light PBT Keycaps Backlight;1;Barang rusak, giliran mau direfund gaditerima. Ajukan garansi sampai sekarang belom jelas bagaimana kelanjutan nya. Sudah 1bulan;
